pengguna;produk;rating;review;gambar
Dedi;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;HP ori masih segel, semoga awet;gambar_produk/produk_29_4.webp
Nunik;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;bagus ori;gambar_produk/produk_29_5.webp
Ntoxs;[Promo] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;mantullll;gambar_produk/produk_29_6.webp
Moh;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Hitam - 12GB+256GB;5;Oppo the best;gambar_produk/produk_29_7.webp
Bayu;OPPO Half-Ear Earphones MH135 White 3.5mm;5;Kualitas Mantap....;
;;;;
"tapi saat diterima posisi lakban sudah terbuka....""";gambar_produk/produk_29_8.webp;;;
Danius;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hitam+TebusMrh;5;jumlah item diterima lengkap.;
Packing aman pakai bubble wrap dan dus.;;;;
"Produk saya terima dalam kondisi disegel.""";gambar_produk/produk_29_9.webp;;;
Yuli;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;barang sesuai dan mantap, next order lagi 👍;gambar_produk/produk_30_0.webp
R***a;OPPO Enco Air4 (Garansi Resmi);5;Mantabbb... suara bass nendang.. jernih..;
"Ga ada kabel charger nya..""";gambar_produk/produk_30_1.webp;;;
D***y;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;Barang bagus, tidak lecet, lama di pengirimann saja;gambar_produk/produk_30_2.webp
W***s;OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OPVarian: Biru;5;manttap..bagus;
"msh segel""";gambar_produk/produk_30_3.webp;;;
N***k;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;bagus, kirain kecil trnyata besar hp nya. semoga awet;gambar_produk/produk_30_4.webp
Suwarno;[Promo] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;alhamdulilah sesuai deskripsi,rekomended seller;gambar_produk/produk_30_5.webp
Jainal;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Biru 128GB;5;Barang ori. kemasan aman, dilengkapi bubble wrap;gambar_produk/produk_30_6.webp
Purwadi;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Gold;5;masih tersegel kondisi baru . tp blm di jajal;gambar_produk/produk_30_7.webp
N***e;OPPO Reno11 Pro 12GB/512GB (Garansi Resmi)Varian: Hitam;5;barang sesuai gambar, bagus, mulus, tidak ada kendala, seller ok, kurir ok. mantap;
D***r;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;mantap, aman, dan admin balasnya cepet, semoga awet;gambar_produk/produk_30_9.webp
d***i;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;barang masih di kardus dan gak rusak bungkusnya rapi, dalm dikasih bubel juga,  masih segel juga , trimakasih;gambar_produk/produk_31_0.webp
t***a;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;untuk harga segitu spek nya masih kurang bgt, mendingan beli xiaomi redmi note 13 yg skg cm 1.8jt;
"atau nambah ke redmi note 14 diharga 2.4""";gambar_produk/produk_31_1.webp;;;
Muhamad;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;barang sudah samai dengan selamat, kondisi unit aman tanpa kendala, hanya saja kardus packing seperti barang tertindih banyak penyok disetiap sudut hancur seperti habis d...;gambar_produk/produk_31_2.webp
safrodin;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;Barang sudah datang dalam kondisi baik,respon penjual ramah dan cepat;
"Barang original oppo""";gambar_produk/produk_31_3.webp;;;
Yeni;OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OPVarian: Hitam;5;barang sudah sampai,pengiriman cepat,barang bagusss dan tersegel amaannnn,terimakasih Ramadhan kareem;gambar_produk/produk_31_4.webp
Kartono;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hitam;5;order yg ke dua kali nya dan barang 100% ori;gambar_produk/produk_31_5.webp
Hasan;OPPO A18 4GB/128GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Biru Muda;5;mantap;gambar_produk/produk_31_6.webp
Budhi;OPPO VOOC TYPE-C CABLE DL129 WHITE;5;sesuai dengan deskripsi produknya sangat rekomendasi terimakasih banyak;gambar_produk/produk_31_7.webp
Ananda;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;terima kasih banyak kaka yang baik atas quick response dan ketersediaan produknya.. barang sampai dengan selamat dan sudah sesuai..;gambar_produk/produk_31_8.webp
Shanti;OPPO Reno10 5G | Reno10 Pro 5G Diamond Protective Case;5;mantap bgt.. suka casenya;
Ishak;OPPO Enco Air4 (Garansi Resmi);5;Pengiriman terbilang cepat dalam 3 hari alhamdulillah barang sampai dengan selamat. Kardus packing nya tipis tapi kebantu sama bubble wrap tebel di dalam nya jadi paket a...;gambar_produk/produk_32_0.webp
Geraldo;[NEW] OPPO Reno13 5G 12GB/256GB (Garansi Resmi)Varian: Biru;5;mantapp, respon cepat, barang ORI;gambar_produk/produk_32_1.webp
Reza;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hitam+TebusMrh;5;mantap sesuai,;
"pengiriman cepat 👍""";gambar_produk/produk_32_2.webp;;;
H***d;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;Barang ori masih tersegel, overall aman semua;gambar_produk/produk_32_3.webp
didi;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Ungu 256GB;5;terima kasih seller, barang diterima dengan baik,kondisi aman,packing rapi dan aman.;
barang segel dan sesuai deskripsi.;;;;
"next bakalan order lagi..""";gambar_produk/produk_32_4.webp;;;
M***a;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;mantul;gambar_produk/produk_32_5.webp
Heri;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Ungu 128GB;5;Tidak ada ulasan;gambar_produk/produk_32_6.webp
Y***s;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Biru 128GB;5;Barang sudah sampai.berfungsi dengan baik mudah2an awet;gambar_produk/produk_32_7.webp
S***f;OPPO Half-Ear Earphones MH135 White 3.5mm;5;tampang murahan tapi kualitasnya kelazzz, anti sember-sember club;gambar_produk/produk_32_8.webp
A***A;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;barang sampai dengan baik, kualitas ori memang tidak perlu diragukan;gambar_produk/produk_32_9.webp
M***i;[Promo] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;produk oke.;
"tapi pengiriman nya yg lama dari agen expedisi nya.""";gambar_produk/produk_33_0.webp;;;
Riduan;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;Barang masih disegel saat diterima, berfungsi dengan baik dan original, namun pengiriman agak lama sampai satu minggu biar nyampe;gambar_produk/produk_33_1.webp
E***g;[PROMO] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;barang sdh diterima, penjual gast respon;gambar_produk/produk_33_2.webp
Khital;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;ok;gambar_produk/produk_33_3.webp
yusmanila;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;barang masih disegel ...;
"cuma mohon lebih safety lagi pengemasan nya bnyakin buble warp ..""";gambar_produk/produk_33_4.webp;;;
J***n;OPPO VOOC Cable USB-C to USB-C 8A White ID (1M);5;sesuaaaaai;
H***y;OPPO A18 4GB/128GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Biru Muda;5;barang tersegel dan aman berfungsi dengan baik;gambar_produk/produk_33_6.webp
Rizka;OPPO Reno11 5G 8GB/256GB (Garansi Resmi)Varian: Hijau;5;produk original garansi resmi pengiriman cepat packing baik,;gambar_produk/produk_33_7.webp
E***N;OPPO A3x 6GB/128GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Merah;5;Barang original dan pengiriman sangat cepat;gambar_produk/produk_33_8.webp
yohanes;OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OPVarian: Biru;5;👍;gambar_produk/produk_33_9.webp
M***a;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Ungu 128GB;5;Alhamdulillah barang sudah sampai,tidak kekurangan apapun ,cuma dus nya aja basah kena hujan heheh 💕💕;gambar_produk/produk_34_0.webp
A***d;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;Berfungsi dengan baik;gambar_produk/produk_34_1.webp
d***y;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;barang masih segel dan berfungsi dengan baik , pelayanan dari seller bagus ,barang terkirim dengan cepat dan aman;gambar_produk/produk_34_2.webp
Prihatna;OPPO Pad Air Purple 4GB/128GB (Garansi Resmi)Varian: Purple;5;lumayan agak lama yaa,;
over all ok aman terkendali ;;;;
"thanks Yooo""";;;;
M***m;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam;5;pengiriman cepat;
barangnya original ;;;;
"terimakasih""";gambar_produk/produk_34_4.webp;;;
Meme;[NEW] OPPO Reno13 5G 12GB/256GB (Garansi Resmi)Varian: Biru;5;hape nya keren..selalu Oppo Reno di hati..reseler respon cepat dan selalu update ..terima kasih Oppo store rekomend buanget toko nya..jangan ragu untuk order disini..;gambar_produk/produk_34_5.webp
p***u;OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OPVarian: Gold;5;pembelian kedua kali untuk tipe yg sama. pelayananya bagus, produk bagus sesuai deskripsi. kondisi saat tiba juga bagus. kurir yg terpilih juga dapat dipercaya. thank you...;gambar_produk/produk_34_6.webp
Riky;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;Bagus semua berfungsi dengan baik pengiriman juga cepat👍;gambar_produk/produk_34_7.webp
Ariska;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;barang sesuai pesanan , pengiriman cepat;gambar_produk/produk_34_8.webp
M***d;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Hitam - 8GB+256GB;5;Prosesnya cepet banget, barang berfungsi dengan baik, packing aman banget.;gambar_produk/produk_34_9.webp
Aprilia;[Kejar Diskon] OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Biru Muda;5;Good kondisi;gambar_produk/produk_35_0.webp
R***n;[Promo] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Orange;5;Pengiriman cepat dan aman. Semoga makin sering diskon.;gambar_produk/produk_35_1.webp
Lusi;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;Paket diterima dengan baiik, kondisi barang bagus masih tersegel rapi, kurir amanah, seller ramah, makasiih;gambar_produk/produk_35_2.webp
Reni;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang mendarat dengan baik , paking rapih ,waktu cepat sekali terima kasih semoga awet;gambar_produk/produk_35_3.webp
H***i;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;barang masih di segel respon cepat double box;gambar_produk/produk_35_4.webp
D***a;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Biru 256GB;5;ok mantap banget hp nya. dikirim cepet dan smp dg aman wlpn gratis ongkir bukan instant. makasih ya seller sudah amanah;gambar_produk/produk_35_5.webp
s***y;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;mantapppp....👍👍👍;gambar_produk/produk_35_6.webp
welsa;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Ungu;2;kenapa hp tiba tiba mati total, saya juga pernah pesan hp online itu ga mati total ini kok bisa;gambar_produk/produk_35_7.webp
Chessfiqri;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Tidak ada ulasan;gambar_produk/produk_35_8.webp
E***l;OPPO Reno11 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;sesuai pesanan, respon cepat,;gambar_produk/produk_35_9.webp
F***i;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;barang nya mantul masih disegel.pengemasannya sangat rapih,next time co lagi di toko ini.;gambar_produk/produk_36_0.webp
Sahrizal;OPPO Enco X3i True Wireless Noise Cancelling Earbuds (Garansi Resmi);5;Pelayanan bagus excellent, original sesuai deskripsi, OPPO produk unggulan, kaya fitur, mudah digunakan dan awet.;gambar_produk/produk_36_1.webp
Rusli;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;Aman,;gambar_produk/produk_36_2.webp
alexander;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang ori masih tersegel dan langsung berfungsi degan baik ke 2xnya mi order di lapak ini dia rama langsung proses pesanan;gambar_produk/produk_36_3.webp
Rudy;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Ungu;5;sangat bagus;gambar_produk/produk_36_4.webp
Idham;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;Tidak ada ulasan;gambar_produk/produk_36_5.webp
Anoni;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;Pengiriman cepat, barang ORI masih segel. semoga awet dan tahan banting;gambar_produk/produk_36_6.webp
R***i;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Ungu;5;ok..;
"prngiriman ok""";gambar_produk/produk_36_7.webp;;;
Totok;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;Sesuai pesanan.. Mantab..;gambar_produk/produk_36_8.webp
Hafifi;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;Barang bagus. pelayanan bagus. cuma rekomended si cepat kurirnya. ini yang bikin kurang bagus. sicepat Pamekasan kurang satset.;gambar_produk/produk_36_9.webp
abc;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;bagus masih disegel;gambar_produk/produk_37_0.webp
Dian;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;Terimakasih banyak, HPnya sudah keterima dengan baik;gambar_produk/produk_37_1.webp
B***i;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;Asuransinya;gambar_produk/produk_37_2.webp
Thomas;[Promo] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Orange;5;barang sesuai dan pengiriman cepat. produknya masih tersegel dan pakacking rapi. terimakasih;gambar_produk/produk_37_3.webp
i***k;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;alhamdulillah barangnya sudah sampai;gambar_produk/produk_37_4.webp
Q***a;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;sesuai pesanan cepat sampai quality ok;gambar_produk/produk_37_5.webp
N***r;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;barang original dan mulus, dapat soft case dan chargeran lengkap. thankyou oppo;gambar_produk/produk_37_6.webp
Gira;OPPO Reno10 5G Colorful Protective CaseVarian: Biru;5;Case nya sudah sampai, bagus pokoknya;
S***i;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;barang berfungsi dengan baik, pengantaran memakai sameday gojek;gambar_produk/produk_37_8.webp
W***n;[NEW] OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;Spesifikasi sesuai, barang ori, aman semuanya, mantap;
Asep;OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OPVarian: Merah;5;bagus banget;gambar_produk/produk_38_0.webp
DAIFA;[Kejar Diskon] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;barang sangat bagus. pengepakan & pengiriman sangat baik. pelayanan juga sangat responsif.;gambar_produk/produk_38_1.webp
A***a;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang sudah sampai. admin sangat responsif. barang ga ada kendala, bagus warna ungu semoga awet;gambar_produk/produk_38_2.webp
Alika;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;barwng masih segel;gambar_produk/produk_38_3.webp
Sam;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam;5;barang masih tersegel..harga sesuai kualitas ..cepat bnget sampainya..berfungsi dengan normal..semoga bermanfaat..dengan harga 2.100.000an..ram 8 sesuai...;gambar_produk/produk_38_4.webp
A***S;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;Barang sudah sampai dengan Tepat dan Aman ;
Sesuai Pesanan;Tersegel Rapi; Kemasan Bagus;;
"Recommended buat yang mau Order di Toko ini""";gambar_produk/produk_38_5.webp;;;
R***n;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Barang diterima dengan baik dan sesuai pesanan lengkap terima kasih banyak.;gambar_produk/produk_38_6.webp
Bude;OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OPVarian: Merah;5;oke sip;gambar_produk/produk_38_7.webp
I***L;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Ungu+TebusMrh;5;mantaappppp...;gambar_produk/produk_38_8.webp
H***u;OPPO Reno10 5G | Reno10 Pro 5G Diamond Protective Case;5;respon dan pengiriman cepat, kualitas barang sangat bagus, mantab;gambar_produk/produk_38_9.webp
f***s;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;keren;gambar_produk/produk_39_0.webp
A***h;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Biru - 12GB+256GB;5;masih dapet magnetic case nya ternyata, kirain udah habis. thankyouuu.;gambar_produk/produk_39_1.webp
P***T;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;mantap gan;gambar_produk/produk_39_2.webp
Nurhaliimah;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Ungu;5;tidak pernah kecewa dengan Oppo ini, tampilannya elegan ,mewah² gimana gtu dengan warna unggu yang bersinar😍;gambar_produk/produk_39_3.webp
MIFTAKUL;[PROMO] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;barang bagus,mantap pengiriman sangat aman;gambar_produk/produk_39_4.webp
Rick;OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;Tidak ada ulasan;gambar_produk/produk_39_5.webp
Farid;OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OPVarian: Gold;5;Barang masih disegel waktu sampai dan ada garansi resminya, berfungsi dengan baik, kualitas barang original.;
Ekspedisi dan kurir tepat waktu dan ramah.;;;;
"Sukses selalu semu...""";gambar_produk/produk_39_6.webp;;;
S***o;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang sampai dengan selamat, tidak ada kerusakan, pengemasan aman bubble warp tebal, barang ori dan bgus.. Toko rekomendasi untuk beli HP;gambar_produk/produk_39_7.webp
Achmad;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang segel waktu sampai...terpercaya dan aman;gambar_produk/produk_39_8.webp
Athalia;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;Sip mantab👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍;gambar_produk/produk_39_9.webp
Hendra;OPPO A78 8GB(+8GB)/256GB - Exclusive Tokopedia (Garansi Resmi)Varian: Green;5;harga terbaik, seller ramah fast respon, packing aman;gambar_produk/produk_40_0.webp
Muhamad;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;terimakasih barang sesuai pesanan;gambar_produk/produk_40_1.webp
Rakhmat;OPPO VOOC Cable USB-C to USB-C 8A White ID (1M);5;terima kasih buat proses pengiriman cepat nya, paket sdh di terima semoga awet seperti pembelian sebelum nya;gambar_produk/produk_40_2.webp
Buah;[Kejar Diskon] OPPO A38 4GB/128GB (Garansi Resmi)Varian: Gold;5;Tidak ada ulasan;
Ronald;[NEW] OPPO Find X8 16GB/512GB & 12GB/256GB (Garansi Resmi) XYZ8732OPVarian: Abu 12GB;5;sangat bisa mengobati rasa kangen user Find X series. Dulu sempet pake Find X5 Pro, dan kurang nyaman dipakai harian. Akhirnya saya jual ganti merek Samsul. sekarang come...;
Wanda;OPPO Pad 2 Pencil (Garansi Resmi);5;Harga terjangkau, fast response. Order H-1, besok pagi saya sudah terima. Sukses selalu ....;
d***i;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Ungu 128GB;5;barang sampai dgn selamat, isi full mulus ORI terima kasih;gambar_produk/produk_40_6.webp
dian;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;barang sampe, packing aman masih disegel dan barang berfungsi dengan baik;gambar_produk/produk_40_7.webp
S***g;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;1;ok;gambar_produk/produk_40_8.webp
agus;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam;5;paket diterima dalam keadaan aman dan lengkap;gambar_produk/produk_40_9.webp
DWI;[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;ok, sesuai pesanan ;
"pengiriman cepat""";gambar_produk/produk_41_0.webp;;;
Benny;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Biru 256GB;5;baguss;gambar_produk/produk_41_1.webp
Jack;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Biru 256GB;5;REspon cepat,, kualitas orisinil,, pelayanan bagus,, good pokoknya;gambar_produk/produk_41_2.webp
Andre;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Produk ⭐⭐⭐⭐⭐ ;
shipping ⭐⭐⭐⭐⭐ ;;;;
"seller ⭐⭐⭐⭐⭐""";gambar_produk/produk_41_3.webp;;;
Ahmad;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;ok;gambar_produk/produk_41_4.webp
bangkit;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;barang sesuai. pengirman cepat, terima kasih;gambar_produk/produk_41_5.webp
Des;OPPO A78 5G 8GB/128GB Smartphone (Garansi Resmi)Varian: Hitam;5;Barang Bagus & Sesuai Deskripsi;gambar_produk/produk_41_6.webp
Hirozhie;OPPO Half-Ear Earphones MH135 White 3.5mm;5;sip sesuai harapan.....sayang pihak kurir barang di banting2 jdnya pesok semua;gambar_produk/produk_41_7.webp
Redy;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;3;Packingnya mengerikan, begitu saya terima, bonyok bonyok, saya pikir ini yg kirim barang elektronik atau bukan. Parah packingnya, untungnya aja HPnya gak apa apa masih ko...;gambar_produk/produk_41_8.webp
Alex;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;joooooossss Weeeeessss Uuuaappiikk;gambar_produk/produk_41_9.webp
Faisal;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;keren;gambar_produk/produk_42_0.webp
M***a;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hijau+TebusMrh;5;barang nya sudah sampai, packing aman dan suka warna hp nya. barang nya juga nyampe lebih cepat dari perkiraan hanya 2 hari sudah sampai. saya suka hp nya juga bagus. dar...;gambar_produk/produk_42_1.webp
Siti;[NEW] OPPO A79 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;Barang sudah diterima dengan baik dan kualitas kameranya bagus, dengan RAM 8GB/ 256GB bisa banyak menyimpan gambar & video;gambar_produk/produk_42_2.webp
Koperasi;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Menggunakan pilihan pengiriman paling hemat hanya butuh 2 harian dari gudang toko ke halaman tempat tinggal saya di Blahkiuh, Abiansemal, Badung - Bali.;
"kondisi baik mesk...""";gambar_produk/produk_42_3.webp;;;
T***i;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;Oppo emg gak mengecewakan;gambar_produk/produk_42_4.webp
Puspa;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;Tidak ada ulasan;gambar_produk/produk_42_5.webp
A***m;OPPO Half-Ear Earphones MH135 White 3.5mm;5;nice;gambar_produk/produk_42_6.webp
Kartono;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Green;5;👍👍👍👍👍;gambar_produk/produk_42_7.webp
N***r;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;okeee alhmadulilah barang sudah nyampai kemarin, cuman satu hari udah nyampe aja,  real dan original sesuai spesifikasi, ;
toko yang amanah nexs order lagi makasih;" semoga...""";gambar_produk/produk_42_8.webp;;
Aris;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;masih bersegel dengan baik;gambar_produk/produk_42_9.webp
Fareday;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;Order siang bsok siang nya sampai -+ 24 jam, ;
Ori official Oppo. ;;;;
Garansi ok;;;;
Fitur lengkap ;;;;
spesifikasi ok;;;;
pengiriman Cepet;;;;
"keaslian Oppo Official""";gambar_produk/produk_43_0.webp;;;
Agus;OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OPVarian: Merah;5;Barang sampai dengan tujuan dengan selamat;
terimakasih;;;;
"nekt to order""";gambar_produk/produk_43_1.webp;;;
Bambang;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;ok. semua ok.;gambar_produk/produk_43_2.webp
Ndah;OPPO Half-Ear Earphones MH135 White 3.5mm;5;barang sesuai ,pengiriman cepet ,barang bagus;gambar_produk/produk_43_3.webp
Adhan;OPPO A3x 6GB/128GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Merah;5;Bagus, mantap, cepat, bersegel, asli, keren lah pokoknya;gambar_produk/produk_43_4.webp
Albert;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Ungu - 12GB+256GB;4;Pengiriman Cepat, Hp masih segel, sayang tdk dpt magnetic case & wallet. mungkin sebelum check out harus pastikan dgn chat admin sblm checknout;gambar_produk/produk_43_5.webp
D***t;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;Tidak ada ulasan;gambar_produk/produk_43_6.webp
Olshop;OPPO A38 4GB/128GB (Garansi Resmi) - PromoVarian: Hitam;5;hp nya bagus dan ori, smga awet;
